"S/N","STATE","CONSTITUENCY","PARTY","POSITION","CANDIDATE_NAME","PWD","AGE","GENDER","QUALIFICATIONS","REMARKS"
"","","","","","RASHEED","","","","LEAVING CERTIFICATE",""
SSCE",""
"844","ONDO","ONDO CENTRAL","APC","Senate","ADEGBONMIRE ADENIYI","None","54","M","PRIMARY SCHOOL",""
"","","","","","AYODELE","","","","LEAVING CERTIFICATE",""
WASC LLB",""
"845","ONDO","ONDO SOUTH","APC","Senate","JIMOH IBRAHIM","None","55","M","PRIMARY SCHOOL",""
"","","","","","FOLORUNSHO","","","","LEAVING CERTIFICATE",""
SSCE M.SC M.BA",""
"846","ONDO","ONDO NORTH","APC","Senate","IPINSAGBA EMMANUEL","None","58","M","PRIMARY SCHOOL",""
"","","","","","OLAJIDE","","","","LEAVING CERTIFICATE",""
WASC MBA, MPA",""
"847","ONDO","ONDO CENTRAL","APP","Senate","OBASUYI AFOLABI","None","59","M","FSLC SSCE B.SC",""
"848","ONDO","ONDO NORTH","LP","Senate","OLORUNFEMI AYODELE","None","57","M","FSLC WASC/GCE",""
Diploma",""
"849","ONDO","ONDO NORTH","NNPP","Senate","PHILLIPS-ALONGE","None","50","M","LEAVING CERTIFICATE",""
"","","","","","OLUSEGUN","","","","WAEC BSC, MSC, PHD",""
"","","","","","KIKIEDAOLUWA","","","","",""
"850","ONDO","ONDO SOUTH","NNPP","Senate","JOSEPH ONI","None","46","M","LEAVING CERTIFICATE",""
SSCE",""
"851","ONDO","ONDO CENTRAL","NNPP","Senate","MAJASAN MARKINS","None","46","M","SSCE DIPLOMA",""
"","","","","","OLUWASEUN","","","","",""
"852","ONDO","ONDO SOUTH","NRM","Senate","KPIKI  BLESSING EBITIBI","None","37","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
WAEC",""
"853","ONDO","ONDO NORTH","NRM","Senate","OMOTOSO PETER TUNDE","None","70","M","GRADE 2",""
"854","ONDO","ONDO CENTRAL","NRM","Senate","JENYO AYOBAMI HANNAH","None","40","F","FIRST SCHOOL",""
LEAVING",""
CERTIFICATE WAEC",""
NIGERIA CERTIFICATE",""
IN EDUCATION",""
"855","ONDO","ONDO CENTRAL","PDP","Senate","ADEDIPE IFEDAYO ADAMS","None","66","M","WAEC BACHELOR OF",""
LAWS",""
"856","ONDO","ONDO NORTH","PDP","Senate","MODUPE ADETOKUNBO","None","53","M","FSLC CONFIRMATION",""
SSCE, WASSC LLB",""
"857","ONDO","ONDO SOUTH","PDP","Senate","AJAYI ALFRED AGBOOLA","None","53","M","WASSC",""
"858","ONDO","ONDO NORTH","SDP","Senate","AJULO TOPE ESTHER","None","44","F","",""
"865","OSUN","OSUN EAST","A","Senate","0LADAPO OLADEPO","None","66","M","SSC",""
"","","","","","JOSEPH","","","","",""
"866","OSUN","OSUN WEST","ADC","Senate","ODEYEMI BAMIDELE","None","37","M","",""
"867","OSUN","OSUN EAST","ADC","Senate","ADEYEMI EBENEZER","None","35","M","",""
"868","OSUN","OSUN CENTRAL","ADC","Senate","YUSUF OLUSEGUN","None","37","M","",""
"869","OSUN","OSUN CENTRAL","APC","Senate","BASIRU SURAJUDEEN","None","51","M","WASC DEGREE",""
"","","","","","AJIBOLA","","","","",""
"870","OSUN","OSUN WEST","APC","Senate","RAHEEM AMIDU TADESE","None","57","M","FSLC GCE DEGREE",""
"871","OSUN","OSUN EAST","APC","Senate","FAMURENA ISRAEL","None","57","M","WEST AFRICAN SCH.",""
"","","","","","AJIBOLA","","","","CERT MASTERS OF",""
ENGINEERING",""
"872","OSUN","OSUN CENTRAL","APM","Senate","ADEBAYO SIMON","None","37","M","FIRST SCHOOL",""
"","","","","","ADEWALE","","","","LEAVING CERTIFICATE",""
SSCE ND/HND",""
"873","OSUN","OSUN EAST","APM","Senate","ABIOYE ABOLAWA","None","40","F","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SSCE N.C.E & BSC",""
"874","OSUN","OSUN WEST","APM","Senate","OLASUPO IBRAHEEM","None","35","M","HND",""
"","","","","","OLANREWAJU","","","","",""
"875","OSUN","OSUN WEST","APP","Senate","ADEKUNLE ELIZABETH","None","35","F","WAEC N . C . E",""
"","","","","","OYEWUMI","","","","",""
"876","OSUN","OSUN EAST","APP","Senate","ODESOLA OLUSEYE TITUS","None","45","M","SENIOR SECONDARY",""
SCHOOL CERTIFICATE",""
B.SC (ED)",""
"877","OSUN","OSUN EAST","BP","Senate","ALADE OYEKOLA PETER","None","50","M","Primary School Leaving",""
Certificate WAEC G.C.E",""
"878","OSUN","OSUN WEST","BP","Senate","AFENI EMMANUEL","None","63","M","First school leaving",""
"","","","","","GBENGA","","","","Certificate G.C.E  PHD",""
"863","OSUN","OSUN CENTRAL","A","Senate","AJIBADE SAHEED","None","42","M","SSC",""
"","","","","","OLANREWAJU","","","","",""
"864","OSUN","OSUN WEST","A","Senate","ADELEKE ADETUNJI","None","50","M","BACHELOR OF",""
"","","","","","ANTHONY","","","","SCIENCE (COMPUTER",""
SCIENCE &",""
ECONOMICS)",""
"865","OSUN","OSUN EAST","A","Senate","0LADAPO OLADEPO","None","66","M","SSC",""
"","","","","","JOSEPH","","","","",""
"866","OSUN","OSUN WEST","ADC","Senate","ODEYEMI BAMIDELE","None","37","M","",""
"867","OSUN","OSUN EAST","ADC","Senate","ADEYEMI EBENEZER","None","35","M","",""
"868","OSUN","OSUN CENTRAL","ADC","Senate","YUSUF OLUSEGUN","None","37","M","",""
"869","OSUN","OSUN CENTRAL","APC","Senate","BASIRU SURAJUDEEN","None","51","M","WASC DEGREE",""
"","","","","","AJIBOLA","","","","",""
"870","OSUN","OSUN WEST","APC","Senate","RAHEEM AMIDU TADESE","None","57","M","FSLC GCE DEGREE",""
"871","OSUN","OSUN EAST","APC","Senate","FAMURENA ISRAEL","None","57","M","WEST AFRICAN SCH.",""
"","","","","","AJIBOLA","","","","CERT MASTERS OF",""
ENGINEERING",""
"872","OSUN","OSUN CENTRAL","APM","Senate","ADEBAYO SIMON","None","37","M","FIRST SCHOOL",""
"","","","","","ADEWALE","","","","LEAVING CERTIFICATE",""
SSCE ND/HND",""
"873","OSUN","OSUN EAST","APM","Senate","ABIOYE ABOLAWA","None","40","F","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SSCE N.C.E & BSC",""
"874","OSUN","OSUN WEST","APM","Senate","OLASUPO IBRAHEEM","None","35","M","HND",""
"","","","","","OLANREWAJU","","","","",""
"875","OSUN","OSUN WEST","APP","Senate","ADEKUNLE ELIZABETH","None","35","F","WAEC N . C . E",""
"","","","","","OYEWUMI","","","","",""
"876","OSUN","OSUN EAST","APP","Senate","ODESOLA OLUSEYE TITUS","None","45","M","SENIOR SECONDARY",""
SCHOOL CERTIFICATE",""
B.SC (ED)",""
"877","OSUN","OSUN EAST","BP","Senate","ALADE OYEKOLA PETER","None","50","M","Primary School Leaving",""
Certificate WAEC G.C.E",""
"878","OSUN","OSUN WEST","BP","Senate","AFENI EMMANUEL","None","63","M","First school leaving",""
"","","","","","GBENGA","","","","Certificate G.C.E  PHD",""
"879","OSUN","OSUN CENTRAL","BP","Senate","ADELEKE ADESOJI MASILO","None","62","M","Primary School Leaving",""
Certificate WAEC PGD",""
University of Ilorin",""
"880","OSUN","OSUN WEST","LP","Senate","OYELEKAN SAMUEL","None","49","M","FSLC SSCE B. Sc",""
"","","","","","AKINGBADE","","","","",""
"881","OSUN","OSUN EAST","LP","Senate","IGBAROOLA OLANIRAN","None","63","M","FSLC SSCE HND",""
"","","","","","ANTHONY","","","","",""
"882","OSUN","OSUN CENTRAL","LP","Senate","BABALOLA JIMOH","None","69","M","FSLC SSCE LL.B",""
"","","","","","OYEBODE","","","","",""
"883","OSUN","OSUN WEST","NNPP","Senate","AKINYODE BOLAJI","None","36","M","SSCE ND",""
"","","","","","MAYOWA","","","","",""
"884","OSUN","OSUN CENTRAL","NNPP","Senate","BAMIGBOLA CREMENT","None","47","M","SSCE ND, HND",""
"","","","","","KOLA","","","","",""
"885","OSUN","OSUN EAST","NNPP","Senate","OJEDEJI BANJO","None","42","M","FSLC SSCE BCS",""
"886","OSUN","OSUN WEST","NRM","Senate","OLADOSU  WASIU","None","54","M","WAEC",""
"","","","","","ADETUNJI","","","","",""
"887","OSUN","OSUN CENTRAL","PDP","Senate","FADEYI OLUWOLE OLUBIYI","None","53","M","PRIMARY SCHOOL",""
TESTIMONIAL",""
WASC B.A (HONS)",""
ARCHAEOLOGY",""
"888","OSUN","OSUN EAST","PDP","Senate","FADAHUNSI ADENIGBA","None","70","M","FSLC WAEC BSC, MPA",""
"","","","","","FRANCIS","","","","",""
"889","OSUN","OSUN WEST","PDP","Senate","OYEWUMI KAMORUDEEN","None","62","M","WAEC B.SC, M.SC,",""
"","","","","","OLALERE","","","","Ph.D",""
"890","OSUN","OSUN CENTRAL","PRP","Senate","AJIBADE RASHEED AYOFE","None","38","M","F.S.L.C SSCE",""
"891","OSUN","OSUN WEST","PRP","Senate","ALABI SOLOMON","None","53","M","F.S.L.C SSCE",""
"","","","","","ADEWALE","","","","",""
"892","OSUN","OSUN EAST","ZLP","Senate","FOWOWE MICHAEL","None","61","M","FSLC1 SSCE",""
"893","OYO","OYO CENTRAL","A","Senate","NURUDEEN FAOZEY","None","38","M","SSC BACHELOR OF",""
"","","","","","OLADOTUN","","","","ENGINEERING",""
"894","OYO","OYO NORTH","A","Senate","PELLER SHINA ABIOLA","None","46","M","FSLC WAEC MASTER",""
IN BUSINESS",""
ADMINISTRATION",""
"895","OYO","OYO SOUTH","A","Senate","KOLA-DAISI KOLAPOBOYE","None","43","M","FSLC WAEC",""
"","","","","","IDRIS","","","","BACHELOR OF",""
SCIENCE",""
"896","OYO","OYO CENTRAL","AA","Senate","IBIKUNLE OLUSEGUN","None","47","M","F.L.S.C JSCE",""
"897","OYO","OYO SOUTH","AA","Senate","ADERINTO PHILIP","None","53","M","F.L.S.C WAEC",""
"","","","","","ADEWALE","","","","POLYTECHNIC",""
IBADAN",""
"898","OYO","OYO CENTRAL","ADC","Senate","JENYO SEGUN","None","59","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SECONDARY SCHOOL",""
CERTIFICATE",""
"899","OYO","OYO NORTH","ADC","Senate","HAMMED SOLOMON","None","42","M","FIRST SCHOOL",""
"","","","","","BABATUNDE","","","","LEAVING CERTIFICATE",""
SECONDARY SCHOOL",""
CERTIFICATE M. ED",""
"900","OYO","OYO SOUTH","ADC","Senate","ADETUNJI LUKMAN","None","51","M","FIRST SCHOOL",""
"","","","","","ADEOLA","","","","LEAVING CERTIFICATE",""
GCSE  BACHELOR",""
DEGREE",""
"901","OYO","OYO SOUTH","APC","Senate","ALLI SHARAFADEEN","None","59","M","PRY SCH.LEAVING",""
"","","","","","ABIODUN","","","","CERT. WASC LL.B",""
"902","OYO","OYO CENTRAL","APC","Senate","AKINTUNDE YUNUSA","None","60","M","PRIMARY SCHOOL",""
"","","","","","ABIODU","","","","LEAVING CERTIFICATE",""
WAEC Ph.D",""
"903","OYO","OYO NORTH","APC","Senate","BUHARI ABDULFATAI","None","57","M","ST PETERS KUMASI",""
REAL AMASS",""
"904","OYO","OYO SOUTH","APGA","Senate","ADENIYI  GBENGA","None","53","M","FIRST SCHOOL",""
"","","","","","CHRISTOPHER","","","","LEAVING CERTIFICATE",""
WASSCE STANDARD",""
INSTITUTE",""
"905","OYO","OYO CENTRAL","APGA","Senate","AZEEZ  AKINKUMMI","None","40","M","FIRST SCHOOL",""
"","","","","","SAHEED","","","","LEAVING CERTIFICATE",""
WASSCE BACHELORS",""
DEGREE",""
"906","OYO","OYO SOUTH","APP","Senate","ADELI MUILI OLAIDE","None","48","M","Primary School leaving",""
"","","","","","ADIGUN","","","","Certificate GCE B.TECH",""
"907","OYO","OYO CENTRAL","APP","Senate","AKINTOLA ABIDEMI","None","40","M","FSLC NECO",""
"","","","","","DAMOLA","","","","",""
"908","OYO","OYO NORTH","APP","Senate","ADESOKAN TAIWO BIMPE","None","60","F","Primary School leaving",""
Certificate Secondary",""
School Certificate NCE",""
"909","OYO","OYO SOUTH","LP","Senate","OLADIMEJI","None","53","M","FSLC WAEC/GCE B.Sc,",""
"","","","","","OLAUWASEGUN","","","","MSC",""
"","","","","","THEOPHILIUS","","","","",""
"910","OYO","OYO CENTRAL","LP","Senate","LAMIDI BASIRU APAPA","None","72","M","FSLC WAEC/GCE B.Sc",""
"911","OYO","OYO NORTH","LP","Senate","SALAMI GANIYU ATANDA","None","72","M","FSLC WAEC BA/ED",""
"912","OYO","OYO CENTRAL","NNPP","Senate","NURUDEEN OJEDOKUN","None","35","M","LEAVING CERTIFICATE",""
"","","","","","TEMILEYI","","","","SSCE B.TECH",""
(ACCOUNTING)",""
"913","OYO","OYO NORTH","NNPP","Senate","SHUAIB AHMED ADENIYI","None","59","M","LEAVING CERTIFICATE",""
SSCE BSC (POLITICAL",""
SCIENCE)",""
"914","OYO","OYO SOUTH","NNPP","Senate","GBOGBOLOMO  ADEWALE","None","55","F","LEAVING CERTIFICATE",""
"","","","","","FUNMILOLA MARYAM","","","","SSCE LLB",""
"915","OYO","OYO SOUTH","NRM","Senate","OSENI HAKEEM","None","52","M","NATIONAL DIPLOMA",""
"916","OYO","OYO CENTRAL","NRM","Senate","OJO SAMUEL OPEYEMI","None","46","M","NECO NCE",""
"917","OYO","OYO NORTH","NRM","Senate","BABARINDE  ADELEKE","None","36","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
(FLSC) WAEC NCE,",""
B,SC",""
"918","OYO","OYO NORTH","PDP","Senate","AKINWALE SOLOMON","None","50","M","FSLC CONFIRMATION",""
"","","","","","AKINWOLE","","","","SSSCE TESTIMONIAL",""
TC II, NCE",""
"919","OYO","OYO SOUTH","PDP","Senate","TEGBE JOSEPH","None","56","M","FSLC WAEC/GCE",""
"","","","","","OLASUNKANMI","","","","B.SC, FELLOW ICAN,",""
FELLOW CIT",""
"920","OYO","OYO CENTRAL","PDP","Senate","ILAKA LUQMAN OYEBISI","None","60","M","WASSC",""
"921","OYO","OYO CENTRAL","PRP","Senate","ADEDIRAN  GBOLAGADE","None","58","M","F.S.L.C WASC B sc.",""
"922","OYO","OYO NORTH","PRP","Senate","AGBEJE TAIWO MUNEEN","None","47","M","SCHOOL LEAVING",""
CERTIFICATE NECO",""
"923","OYO","OYO SOUTH","PRP","Senate","IBRAHIM  SOLADOYE","None","48","M","PRIMARY 6 LEAVING",""
"","","","","","AKEEM","","","","CERTIFICATE NECO",""
"924","OYO","OYO SOUTH","SDP","Senate","ADENIYI ROTIMI JOHNSON","None","51","M","COMMON ENTRANCE",""
WAEC B.SC GEOLOGY",""
"925","OYO","OYO NORTH","SDP","Senate","ADEOLA MULIKAT","None","61","F","ST.ANNES PRIMARY",""
"","","","","","OLUDAYO","","","","BOARDING SCHOOL",""
KADUNA QUEEN",""
AMINA COLLEGE",""
KADUNA  AHMADU",""
BELLO UNIVERSITY",""
ZARIA KADUNA",""
"926","OYO","OYO SOUTH","YPP","Senate","VICTOR-TADE ADENIKE","None","52","F","WAEC HND",""
"927","PLATEAU","PLATEAU NORTH","AA","Senate","MOHAMMED ABDULLAHI","None","42","M","F.L.S.C WAEC",""
"","","","","","MOHAMMED","","","","",""
"928","PLATEAU","PLATEAU SOUTH","AA","Senate","NIETLONG BONIFACE","None","43","M","F.L.S.C WAEC",""
B.SC ECONOMIC",""
EDUCATION",""
"929","PLATEAU","PLATEAU SOUTH","AAC","Senate","NYELONG BARTHO","None","59","M","FSLC G.C.E MBA",""
"","","","","","DONGLONG","","","","",""
"930","PLATEAU","PLATEAU NORTH","ADC","Senate","GYANG SAMUEL, PAM","None","69","M","SCHOOL LEAVING",""
CERTIFICATE WASC",""
HENLEY COLLEGE",""
CONVENTRY,",""
ENGLAND",""
"931","PLATEAU","PLATEAU","ADC","Senate","DAMULAR MANASSEH","None","62","M","SCHOOL LEAVING",""
"","","CENTRAL","","","","","","","CERTIFICATE WASC",""
POST GRADUATE",""
"932","PLATEAU","PLATEAU SOUTH","ADC","Senate","PAUL ZIRA MANASSEH","None","136","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SECONDARY SCHOOL",""
CERTIFICATE N C E",""
"933","PLATEAU","PLATEAU NORTH","ADP","Senate","DACHUNGYANG PAM","None","59","M","FSLC SSCE",""
"","","","","","MWADKON","","","","",""
"934","PLATEAU","PLATEAU","ADP","Senate","KANZUM KATNANKA JOHN","None","55","M","FSLC SSCE",""
"","","CENTRAL","","","","","","","",""
"935","PLATEAU","PLATEAU NORTH","APC","Senate","GIWA CHRISTOPHER MUSA","None","51","M","",""
"936","PLATEAU","PLATEAU","APC","Senate","PLANG DIKET SATSO","None","55","M","FIRST LEAVING",""
"","","CENTRAL","","","","","","","SCHOOL CERTIFICATE",""
GCE O LEVELS B.TECH",""
"937","PLATEAU","PLATEAU SOUTH","APC","Senate","LALONG SIMON BAKO","None","59","M","",""
"938","PLATEAU","PLATEAU NORTH","APM","Senate","HAMISU ABDULHADI","None","53","M","FIRST SCHOOL",""
"","","","","","NASIRU","","","","LEAVING CERTIFICATE",""
WAEC",""
"939","PLATEAU","PLATEAU NORTH","LP","Senate","ABDULLAHI SALIHU ADAM","None","53","M","FSLC WASC/GCE BSC",""
"940","PLATEAU","PLATEAU SOUTH","LP","Senate","TOBIAS NDA","None","59","M","FSLC SSCE Diploma",""
"941","PLATEAU","PLATEAU","LP","Senate","GOWON MELCHOIR","None","53","M","FSLC WASC/GCE",""
"","","CENTRAL","","","MUNKILAMA","","","","Diploma",""
"942","PLATEAU","PLATEAU NORTH","NNPP","Senate","YAKUB  MUHAMMAD","None","39","M","PRIMARY",""
"","","","","","SHAFIU","","","","CERTIFICATE SSCE",""
"943","PLATEAU","PLATEAU","NNPP","Senate","EMMANUEL JONAH YILLUK","None","41","M","CETIFICATE SSCE",""
"","","CENTRAL","","","","","","","",""
"944","PLATEAU","PLATEAU SOUTH","NNPP","Senate","FYENDA NAPGAN TIMLOK","None","35","F","primary certificate SSCE",""
DEGREE",""
"945","PLATEAU","PLATEAU NORTH","NRM","Senate","KUMUSU ELEAZAR AHORO","None","38","M","FIRST SCHOOL LEAVING",""
CERTIFICATE  WEST",""
AFRICA SCHOOL",""
CERTIFICATE DEGREE",""
"946","PLATEAU","PLATEAU","NRM","Senate","MWANSAT TANGTU AYUBA","None","59","M","FIRST SCHOOL LEAVING",""
CERTIFICATE  GENERAL",""
"","","CENTRAL","","","","","","","",""
CERTIFICATE OF",""
EDUCATION  MASTERS",""
IN EDUCATION",""
"947","PLATEAU","PLATEAU SOUTH","PDP","Senate","BALI BINKAP NAPOLEON","None","58","M","FSLC SSCE NIGERIAN",""
DEFENCE ACADEMY",""
"948","PLATEAU","PLATEAU","PDP","Senate","GOLKUNA YOHANNA","None","48","M","FSLC WASC HND/MA",""
"","","CENTRAL","","","GOTOM","","","","",""
"949","PLATEAU","PLATEAU NORTH","PDP","Senate","MWADKWON SIMON","None","54","M","FSLC SSCE B.A",""
"","","","","","DAVOU","","","","",""
"950","PLATEAU","PLATEAU SOUTH","PRP","Senate","NIMLANG ABDULKARIM","None","55","M","FIRST SCHOOL",""
LEAVING CERT SENIOR",""
SECONDARY SCHOOL",""
"951","PLATEAU","PLATEAU NORTH","PRP","Senate","YAHAYA-KWANDE","None","51","M","WEST AFRICAN SENIOR",""
SCHOOL CERTIFICATE",""
"","","","","","SULEIMAN","","","","",""
"952","PLATEAU","PLATEAU NORTH","SDP","Senate","IBRAHIM UBA MAMMN","None","67","M","FLSC WASSC NYSC",""
"953","PLATEAU","PLATEAU SOUTH","SDP","Senate","OGAH PONFA EMMANUEL","None","51","M","FLSC WASSC PA",""
"954","PLATEAU","PLATEAU","SDP","Senate","DILKON  LEONARD W","None","55","M","FLSC WAEC BSC",""
"","","CENTRAL","","","","","","","",""
"955","PLATEAU","PLATEAU NORTH","ZLP","Senate","FRANCIS PAUL","None","45","M","NABTEB",""
"956","PLATEAU","PLATEAU","ZLP","Senate","LONGGAGAL ISAAC","None","40","M","B. Sc.",""
"957","RIVERS","RIVERS SOUTH","A","Senate","BADEY SUAGE ALEX","None","53","M","BACHELOR OF",""
"","","EAST","","","","","","","SCIENCE",""
"958","RIVERS","RIVERS WEST","A","Senate","OBI DENNIS AKUKALI","None","75","M","WAEC",""
"959","RIVERS","RIVERS EAST","A","Senate","IKEGWURU SOLOMON","None","59","M","FSLC SSC",""
"960","RIVERS","RIVERS EAST","ADC","Senate","ONWUMELU LUCKY","None","39","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SSCE HND",""
"961","RIVERS","RIVERS WEST","ADC","Senate","IYIEKE JEFF CHIMA MOSES","None","53","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SSCE",""
"962","RIVERS","RIVERS SOUTH","ADC","Senate","KONNE KENNE KENNETH","None","39","M","FIRST SCHOOL",""
"","","EAST","","","BARIBETII","","","","LEAVING CERTIFICATE",""
"963","RIVERS","RIVERS WEST","ADP","Senate","ALBERT ANTHONY NOBI","None","40","M","FSLC",""
"964","RIVERS","RIVERS EAST","ADP","Senate","ANTHONY MACCEANS M.","None","45","M","FSLC SECONDARY",""
SCHOOL CERTIFICATE",""
"965","RIVERS","RIVERS EAST","APC","Senate","NDUBUISI NWANKWO","None","57","M","FSLC WAEC P.hD",""
"","","","","","UZOIJE","","","","",""
"966","RIVERS","RIVERS WEST","APC","Senate","ASITA HONOURABLE O.","None","55","M","FSLC WASC LLB & BL",""
"967","RIVERS","RIVERS SOUTH","APC","Senate","NGOFA OJI NYIMENUATE","None","54","M","HOLY TRINITY",""
"","","EAST","","","","","","","PRIMARY SCHOOL",""
STELLA MARIS",""
COLLEGE PH",""
UNIVERSITY OF",""
CALABAR",""
"968","RIVERS","RIVERS EAST","APGA","Senate","NDAH BRIGHT","None","59","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
WAEC, CITY & GUIDE",""
TRADE TEST BSC",""
MANAGEMENT",""
"969","RIVERS","RIVERS WEST","APM","Senate","NWABUEZE AZUBUIKE","None","44","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SSCE",""
"970","RIVERS","RIVERS EAST","APM","Senate","AMADI STELLA NDIDI","None","37","F","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
WAEC",""
"971","RIVERS","RIVERS SOUTH","APM","Senate","SUNDAY LETON PETER","None","42","M","FIRST SCHOOL",""
"","","EAST","","","","","","","LEAVING CERTIFICATE",""
SSCE",""
"972","RIVERS","RIVERS WEST","APP","Senate","BRIGGS IBIRABO FRANK","None","57","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SENIOR SECONDARY",""
SCHOOL CERTIFICATE",""
B.SC",""
"973","RIVERS","RIVERS SOUTH","APP","Senate","JAJA KENDRICK","None","57","M","FIRST SCHOOL",""
"","","EAST","","","","","","","LEAVING CERTIFICATE",""
SENIOR SECONDARY",""
SCHOOL CERTIFICATE",""
B.SC (ED) PHYSICAL",""
AND HEALTH",""
EDUCATION",""
"974","RIVERS","RIVERS EAST","APP","Senate","KPAKU HAMLET","None","43","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SENIOR SECONDARY",""
SCHOOL CERTIFICATE",""
B.SC ACCOUNTING",""
"975","RIVERS","RIVERS WEST","LP","Senate","DIKIO EZEKIEL DIXON","None","61","M","FSLC WASC/GCE",""
Degree",""
"976","RIVERS","RIVERS SOUTH","LP","Senate","FABREKE DOUGLAS DEEKA","None","49","M","FSLC SSCE Advance",""
"","","EAST","","","","","","","Diploma",""
"977","RIVERS","RIVERS EAST","LP","Senate","OKWUWOLU WOLU","None","60","M","FSLC WASC/GCE",""
"","","","","","EKELECHI BENJAMIN","","","","Degree",""
"978","RIVERS","RIVERS EAST","NNPP","Senate","OGAN IYENEOMI","None","51","F","LEAVING CERTIFICATE",""
SSCE",""
"979","RIVERS","RIVERS WEST","NNPP","Senate","NWABRIJE EMMANUEL","None","57","M","LEAVING CERTIFICATE",""
WAEC  PROFESSIONAL",""
"","","","","","CHIMEZIE, PHD","","","","",""
CERTIFICATE, DIPLOMA,",""
PROFESSIONAL",""
HIGHER DIPLOMA, PHD",""
HONORIS CAUSA",""
"980","RIVERS","RIVERS SOUTH","NNPP","Senate","NWINBARI MABEL","None","42","F","LEAVING CERTIFICATE",""
"","","EAST","","","","","","","SSCE",""
"981","RIVERS","RIVERS EAST","NRM","Senate","GEORGE ULOMA","None","37","F","FIRST SCHOOL",""
"","","","","","(PRECIOUS SAMUEL)","","","","LEAVING CERTIFICATE",""
WAEC & NECO",""
NATIONAL DIPLOMA",""
"982","RIVERS","RIVERS WEST","NRM","Senate","BRAIDE  ELLIS OYIBOYE","None","63","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
WEST AFRICA",""
SCHOOL CERTIFICATE",""
B.Sc",""
"983","RIVERS","RIVERS SOUTH","NRM","Senate","NKEKPO LEYIRA","None","58","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
"","","EAST","","","","","","","",""
GOVERNMENRT",""
TECHNICAL  LIFE",""
LEADERSHIP",""
UNIVERISTY",""
"984","RIVERS","RIVERS WEST","PDP","Senate","BANIGO IPALIBO HARRY","None","69","F","HSC MPH",""
"985","RIVERS","RIVERS EAST","PDP","Senate","ONYESOH ALLWELL","None","61","M","FSLC WASC BA",""
"","","","","","HEACHO","","","","",""
"986","RIVERS","RIVERS SOUTH","PDP","Senate","MPIGI BARINADA","None","61","M","FSLC WASC PHD",""
"","","EAST","","","","","","","",""
"987","RIVERS","RIVERS WEST","SDP","Senate","GREEN DAGOGO ADA","None","53","M","FSLC WASSC BSC",""
"988","RIVERS","RIVERS EAST","SDP","Senate","NWANKWO SUNDAY","None","56","M","FSLC WAEC BSC",""
"989","RIVERS","RIVERS SOUTH","SDP","Senate","GOKANA GEOFFREY","None","51","M","FLSC WASSC NYSC",""
"","","EAST","","","","","","","",""
"990","RIVERS","RIVERS EAST","YPP","Senate","OPUIYO SUNDAY","None","53","M","FSLC WAEC",""
CERTIFICATE OF",""
PROFFESSIOAL",""
DEVELOPMENT",""
PROGRAM (OSHA",""
ACADEMY)",""
"991","RIVERS","RIVERS WEST","YPP","Senate","IDONIBOYE-OBU","None","48","M","FSLC SSCE BSC.",""
"","","","","","OMANGIMA","","","","ACCOUTING",""
"992","RIVERS","RIVERS SOUTH","ZLP","Senate","ANYIE INNOCENT BORI","None","56","M","FIRST SCHOOL",""
"","","EAST","","","","","","","LEAVING CERTIFICATE",""
"993","RIVERS","RIVERS EAST","ZLP","Senate","OKWELLE KINGCITY .K.","None","37","M","NATIONAL DIPLOMA",""
"994","RIVERS","RIVERS WEST","ZLP","Senate","IKULUGHAN ODENOYE","None","48","M","SSCE",""
"995","SOKOTO","SOKOTO NORTH","ADC","Senate","MUHAMMAD FARUKU","None","44","M","",""
"996","SOKOTO","SOKOTO SOUTH","ADC","Senate","MOHAMMAD FARUKU","None","44","M","FIRST SCHOOL",""
LEAVING CERTIFICATE",""
SECONDARY SCHOOL",""
CERTIFICATE",""
BACHELOR DEGREE",""
"997","SOKOTO","SOKOTO EAST","APC","Senate","LAMIDO IBRAHIM","None","42","M","PRIMARY SCHOOL",""
CERTIFICATE",""
TEACHER GRADED  11",""
CERT",""
"998","SOKOTO","SOKOTO SOUTH","APC","Senate","ABDULLAHI IBRAHIM","None","66","M","PRIMARY SCHOOL",""
"","","","","","DANBABA","","","","LEAVING CERTIFICATE",""
WASC NCE, BSC, ADA,",""
ACEA",""
"999","SOKOTO","SOKOTO NORTH","APC","Senate","MAGATAKARDA ALIYU","None","69","M","PRIMARY SCHOOL",""
"","","","","","WAMAKKO","","","","CERTIFICATE",""
TEACHER GRADED  11",""
